loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_tenure,cibil_score,residential_asset_value,commercial_asset_value,luxury_asset_value,bank_assets_value,loan_status
L100301,0,Not Graduate,No,2095692,568490,15,860,1406427,3156366,3428811,3786088,Approved
L100302,2,Not Graduate,No,2306973,2123946,15,601,3489550,6198980,1292348,2492492,Rejected
L100303,0,Not Graduate,No,399265,2610244,25,337,6889053,2315138,1067376,2333180,Rejected
L100304,4,Graduate,No,1534822,4279228,20,435,3895090,5549348,2153592,6984867,Rejected
L100305,1,Graduate,Yes,2450986,1311368,25,720,2765013,4415972,2513614,1055752,Approved
L100306,5,Graduate,No,1957402,1953124,5,518,6162492,6586242,4846113,3922381,Rejected
L100307,1,Graduate,Yes,2099902,2842537,25,647,8424990,13098430,2543173,1506610,Rejected
L100308,1,Graduate,No,1285371,3197887,10,845,7038170,549666,3144720,4707915,Approved
L100309,5,Graduate,No,478821,4714496,20,378,862219,3983027,3791343,7489780,Rejected
L100310,2,Graduate,No,809987,1637542,10,572,8334750,7675862,1622512,1093753,Rejected
L100311,4,Graduate,No,393877,3912163,5,460,1718303,14985083,450067,5726392,Rejected
L100312,0,Not Graduate,No,1697419,4906436,20,607,9663464,9555355,355642,7450655,Rejected
L100313,3,Not Graduate,No,1070759,1690027,30,673,3801082,8347131,3926176,3671013,Approved
L100314,0,Graduate,No,1911369,2876267,15,308,3346668,5605085,1697152,2549698,Rejected
L100315,3,Graduate,Yes,2383437,204536,25,743,6696674,12273425,1159149,5155577,Approved
L100316,0,Not Graduate,No,1742268,4819729,10,412,3205677,4782969,120730,496184,Rejected
L100317,5,Graduate,Yes,2363697,4667752,5,504,2506068,7076083,4081093,1034549,Rejected
L100318,4,Not Graduate,No,1617172,2995081,15,704,483075,4773283,1112762,6935923,Approved
L100319,3,Not Graduate,No,1906963,2648385,25,496,8126198,11524000,1839968,2344591,Rejected
L100320,2,Graduate,Yes,2008997,674773,15,414,8715978,2059417,4213085,7287613,Rejected
L100321,0,Graduate,No,935945,2067528,25,420,5451731,7797551,3176854,4838995,Rejected
L100322,0,Graduate,No,1568826,1728332,30,364,7499043,7794087,1286793,4074463,Rejected
L100323,3,Graduate,No,436663,1052021,20,575,6746037,4188432,4610098,95287,Rejected
L100324,2,Graduate,No,931163,2235132,15,538,9221750,2408359,1941042,3265302,Rejected
L100325,2,Not Graduate,No,2007447,1468314,15,601,4473214,4810374,2651222,2877903,Rejected
L100326,5,Graduate,No,1579290,3672541,15,691,3682796,1832760,1367107,5364389,Approved
L100327,5,Graduate,No,1144453,342007,20,821,9231261,14758407,3818067,1396167,Approved
L100328,5,Not Graduate,No,2262147,2545990,5,668,7851746,2442367,261161,4041682,Approved
L100329,5,Not Graduate,No,2270711,4114610,25,532,7841640,13505908,4718648,3594909,Rejected
L100330,5,Graduate,No,671244,1574960,30,494,8740245,6847101,3857469,1391864,Rejected
L100331,5,Graduate,No,2226967,2978785,15,311,8566554,14450234,3851526,6015673,Rejected
L100332,4,Graduate,Yes,1549769,1419971,20,476,5137956,2539065,335983,4158433,Rejected
L100333,2,Graduate,No,1875055,4841164,5,516,5274413,13177483,2077382,1241165,Rejected
L100334,5,Graduate,No,594755,1662119,25,310,7724578,10545327,2466993,6122005,Rejected
L100335,2,Graduate,Yes,638051,437773,20,745,864899,14989214,1115059,2453611,Approved
L100336,2,Not Graduate,No,975782,4266803,30,463,8652111,2026091,399769,4683024,Rejected
L100337,1,Graduate,No,589439,676840,30,850,6410575,14917842,2654965,1052666,Approved
L100338,4,Not Graduate,No,1224093,4689148,25,352,2318292,9578942,1092924,6150158,Rejected
L100339,5,Not Graduate,No,565466,1684224,15,517,2026393,12489289,4920851,1466737,Rejected
L100340,0,Graduate,No,1414134,1496395,30,659,7622520,3731622,4463721,2100895,Approved
L100341,3,Not Graduate,Yes,1658590,2633677,5,684,2379897,13912523,3472108,1079500,Approved
L100342,0,Graduate,No,1715615,4109626,20,355,1294416,7785363,4925233,3286996,Rejected
L100343,4,Not Graduate,No,2044554,921905,5,417,1985196,9104687,134607,4062320,Rejected
L100344,3,Graduate,No,671396,193704,15,552,8052377,13595880,4081909,6121127,Rejected
L100345,4,Graduate,No,1304262,115756,5,479,7703189,3087686,1786960,1678176,Rejected
L100346,2,Graduate,No,1811015,1417064,5,714,1560121,954227,3346953,3476732,Approved
L100347,3,Not Graduate,No,1097272,3596293,10,534,5878263,11302069,1156928,958904,Rejected
L100348,2,Not Graduate,No,869778,4053314,5,379,443035,12832377,3241695,2837689,Rejected
L100349,0,Graduate,No,1686178,4764386,25,321,3099072,10710349,212628,229602,Rejected
L100350,0,Not Graduate,No,1896724,2446640,20,776,6650723,11024074,4306193,3488271,Approved
L100351,3,Graduate,No,2299598,3328262,10,739,8349092,13914054,4175553,7126683,Approved
L100352,3,Graduate,No,861943,1975464,20,869,5200551,4072476,4456367,2935137,Approved
L100353,5,Graduate,No,1625790,1966796,20,392,9077925,12878537,4505771,6263406,Rejected
L100354,4,Graduate,Yes,2387300,1336188,15,491,7747156,12409948,3106754,5751808,Rejected
L100355,5,Graduate,Yes,181085,483797,15,402,4552636,4827976,3191833,5346856,Rejected
L100356,4,Not Graduate,Yes,1516291,3135945,10,695,751240,3398499,4327261,4349487,Approved
L100357,5,Graduate,Yes,2098939,4218773,30,306,4315596,58031,3072475,3783582,Rejected
L100358,2,Graduate,No,1710336,850607,15,866,6775996,14557513,4771873,3403171,Approved
L100359,3,Graduate,No,185903,1834094,15,530,995791,8259282,3212425,4126315,Rejected
L100360,0,Not Graduate,No,1402137,2194797,15,873,9929729,10306743,4653871,5887136,Approved
L100361,4,Not Graduate,No,2148173,289608,20,539,1960299,2451550,1085110,6353056,Rejected
L100362,4,Graduate,No,1813900,4791875,10,389,5079111,2081552,1141610,4768614,Rejected
L100363,0,Not Graduate,No,762242,3712097,20,531,7902634,14298860,2384333,3804287,Rejected
L100364,5,Graduate,No,662493,399115,25,756,2853501,12925280,4623527,7128785,Approved
L100365,4,Not Graduate,No,1640017,4074919,20,532,6282444,13343703,1559284,5018774,Rejected
L100366,2,Graduate,No,1019446,4347084,25,653,5613904,14447880,974687,6414779,Rejected
L100367,3,Not Graduate,Yes,791593,867166,5,632,2459622,7310982,824726,3331838,Rejected
L100368,0,Graduate,No,1617130,3196243,5,738,1897459,10573455,3077165,5887446,Approved
L100369,3,Graduate,No,1684227,4092942,25,674,4240012,1178642,4694,5091790,Approved
L100370,4,Not Graduate,No,2447905,903159,25,591,1215442,5381862,4159074,7610073,Rejected
L100371,4,Graduate,Yes,182101,3948888,20,644,5564396,7604869,2679590,588829,Rejected
L100372,0,Graduate,No,152775,945596,25,727,7903797,7979633,3737486,3252696,Rejected
L100373,2,Graduate,No,1834361,2481129,10,429,2580309,11030140,4740148,5782060,Rejected
L100374,1,Graduate,Yes,2292771,4827347,5,440,6425148,4111932,674267,3022927,Rejected
L100375,0,Graduate,No,1956210,1650720,5,714,7049985,10019577,2869839,6263846,Approved
L100376,1,Graduate,No,2312301,2655327,30,392,7506161,1734441,2037775,7364847,Rejected
L100377,5,Graduate,No,176616,3269598,25,583,5151946,1252876,1228135,5026348,Rejected
L100378,1,Graduate,Yes,896055,3332808,15,522,7026206,12873611,1986373,5669453,Rejected
L100379,2,Not Graduate,No,1384215,2019412,15,762,4247328,11081982,3126773,4662608,Approved
L100380,5,Graduate,No,356903,640611,25,844,1451469,7937108,4818060,7094155,Approved
L100381,1,Graduate,No,1429894,4676510,10,575,3300874,2960841,2916971,4999004,Rejected
L100382,5,Graduate,Yes,2046807,3992033,15,439,4736416,14435859,4084488,6930207,Rejected
L100383,1,Graduate,No,1188218,4982206,30,656,4063997,7745073,1024446,1980343,Rejected
L100384,2,Not Graduate,No,502365,478556,25,322,8302975,14115491,2613456,4658455,Rejected
L100385,1,Graduate,No,511309,3725049,10,569,6126463,2592859,3672476,5076083,Rejected
L100386,1,Graduate,No,205863,530350,10,632,8437534,14835287,4266660,3336460,Rejected
L100387,1,Not Graduate,Yes,2067577,546232,20,384,5410812,7992388,3686207,1245175,Rejected
L100388,0,Not Graduate,No,1701899,3684183,10,330,7152765,5767204,608919,6485907,Rejected
L100389,0,Graduate,Yes,927635,1737023,15,539,6107182,7696124,2342854,6648142,Rejected
L100390,0,Not Graduate,No,863340,2678973,15,662,6012621,1918715,4226479,6988087,Approved
L100391,2,Not Graduate,Yes,428495,2096719,25,688,3751387,6854795,833230,3474484,Rejected
L100392,5,Graduate,No,2495060,3921240,25,598,2779060,8880121,1767052,138307,Rejected
L100393,4,Not Graduate,No,981257,3962669,10,670,483791,2177890,340822,1137333,Rejected
L100394,1,Not Graduate,No,1996357,1476548,30,398,2158714,12918652,4704863,6701089,Rejected
L100395,1,Graduate,Yes,2029262,4041818,5,346,9184874,12713525,3070321,7175963,Rejected
L100396,2,Graduate,No,2023233,3829044,20,721,2622280,4267905,4440768,6588209,Approved
L100397,1,Graduate,Yes,1473173,2074611,5,779,4225872,3175601,115064,2986369,Approved
L100398,0,Not Graduate,No,1872750,300231,10,878,9049867,1740584,2589644,3399928,Approved
L100399,4,Not Graduate,No,1872199,1111516,10,361,8998934,3217196,2150517,3048558,Rejected
L100400,3,Graduate,No,850033,4624475,5,408,1245749,13395814,1540850,1596509,Rejected
L100401,1,Graduate,No,1063438,4785524,20,848,9344885,12254825,3567124,3601817,Rejected
L100402,0,Graduate,No,284445,3422105,5,418,2226941,5251208,3058321,4150450,Rejected
L100403,3,Graduate,Yes,553551,1028935,25,897,1418180,8526013,2200852,1768494,Approved
L100404,4,Graduate,No,1995700,1080451,15,681,8463331,7067263,4262551,324377,Approved
L100405,3,Graduate,No,1363705,2180118,30,691,6233146,8509781,3328359,5616467,Approved
L100406,0,Not Graduate,No,2400989,470993,25,351,7054499,46638,2938324,1203049,Rejected
L100407,5,Graduate,Yes,864647,3451461,15,588,8237881,5444555,4347864,794203,Rejected
L100408,5,Not Graduate,No,1057179,2310791,30,636,3018967,1162496,3103800,6201719,Rejected
L100409,3,Graduate,No,1021535,296331,30,503,3726904,8236843,1338618,7807699,Rejected
L100410,2,Graduate,No,1933611,3081830,30,537,9921625,10896021,4375446,472650,Rejected
L100411,3,Graduate,No,2424749,4434575,10,681,792515,12230437,586901,6752121,Approved
L100412,1,Graduate,No,1892166,4651318,30,435,5910838,4151538,373921,2461897,Rejected
L100413,1,Not Graduate,Yes,1185408,4130790,20,706,1393196,7776018,1003639,3631548,Rejected
L100414,5,Graduate,Yes,1611312,2846749,5,807,1035211,2105039,4241307,3540886,Approved
L100415,2,Not Graduate,No,1009625,3916585,20,661,2189568,2064798,407650,3821476,Rejected
L100416,0,Graduate,Yes,646440,2802690,5,680,3934740,2850418,3729046,3008808,Rejected
L100417,1,Not Graduate,No,1621926,1053510,25,875,647122,3119810,2805573,6898995,Approved
L100418,5,Graduate,No,1602137,4261422,25,553,3782164,13656406,1194497,4775634,Rejected
L100419,4,Not Graduate,Yes,2419409,1121192,5,776,1761331,821929,3615383,840172,Approved
L100420,5,Not Graduate,Yes,1969400,3465473,20,413,1877329,6647162,770448,6488401,Rejected
L100421,1,Graduate,Yes,1422597,1910371,5,319,2892970,4910673,3651948,1619888,Rejected
L100422,1,Graduate,No,1853820,4247099,30,827,315315,13905561,2936384,1727386,Approved
L100423,5,Not Graduate,No,1793608,3560764,10,444,8539202,7846540,4986181,7921285,Rejected
L100424,0,Not Graduate,No,445599,1621480,25,507,9109500,3772217,3819128,272201,Rejected
L100425,3,Graduate,No,1707009,3460956,10,830,6776432,2027842,2605676,4942913,Approved
L100426,1,Not Graduate,Yes,1095522,1980873,30,675,3959015,5212281,1840220,795415,Approved
L100427,5,Not Graduate,No,747904,3665590,30,803,2214979,734459,134411,6684069,Rejected
L100428,5,Not Graduate,Yes,266841,2410901,25,465,3405851,7718742,4151910,4738587,Rejected
L100429,2,Not Graduate,No,1863422,3239858,25,849,7354292,10776450,2677678,4308891,Approved
L100430,3,Not Graduate,No,319934,3002053,30,480,196211,2306648,412610,5475956,Rejected
L100431,4,Graduate,No,1781734,3341987,15,743,1836082,2789850,3461743,2844140,Approved
L100432,0,Graduate,No,1285270,4663311,10,631,2237699,9864683,3616666,470897,Rejected
L100433,4,Graduate,No,387068,4467338,10,802,4458434,2703934,4491055,1087462,Rejected
L100434,3,Not Graduate,No,980288,4153099,15,378,1813065,12005722,52055,7691201,Rejected
L100435,3,Not Graduate,No,2348559,840671,20,884,4957161,8697318,1136263,6781244,Approved
L100436,3,Graduate,Yes,1754243,4557863,10,695,7395511,4541912,3542635,4289453,Approved
L100437,4,Not Graduate,No,1001161,4313272,5,402,4587281,3903869,2497838,4812612,Rejected
L100438,3,Not Graduate,Yes,1435076,4738195,30,701,5507200,5371159,1969921,3672689,Approved
L100439,5,Graduate,Yes,728641,634718,30,523,8765940,12664903,4519645,952394,Rejected
L100440,4,Graduate,No,855356,2244358,15,817,8472761,2451976,1628637,6106825,Approved
L100441,3,Graduate,No,1999039,1858566,10,535,4978234,3197860,2299820,6314922,Rejected
L100442,5,Graduate,No,1788846,2554973,20,726,9514626,10740829,1600448,6529082,Approved
L100443,2,Graduate,No,186683,4102579,10,415,3972162,4680018,1817765,3655694,Rejected
L100444,3,Graduate,No,2364949,819565,30,462,6166994,2780596,3543244,7914726,Rejected
L100445,4,Graduate,Yes,1609410,3746944,25,525,4172060,4040015,1838346,396904,Rejected
L100446,1,Graduate,Yes,474934,3934175,5,529,6603352,4870807,4330863,7933604,Rejected
L100447,3,Graduate,No,1952466,2167191,15,481,9696672,3237355,3523319,4954310,Rejected
L100448,1,Graduate,No,947583,1659425,25,548,78947,122772,2042896,2998163,Rejected
L100449,5,Not Graduate,No,614310,2353707,20,617,7152604,4077411,159876,5780833,Rejected
L100450,2,Graduate,No,1388822,1589663,25,509,8136537,5472295,665275,4165666,Rejected
L100451,0,Not Graduate,Yes,707242,1048899,25,691,3969411,6957038,4204851,4739233,Approved
L100452,2,Not Graduate,No,918223,2148729,20,395,6387952,9366077,1399433,425716,Rejected
L100453,3,Graduate,No,259373,4352096,25,385,5969677,5756157,3410331,560085,Rejected
L100454,1,Graduate,Yes,708988,1870844,15,714,968410,9696197,4257450,5983006,Approved
L100455,1,Graduate,No,1160540,1001302,30,693,3936642,12384836,3511449,3453822,Approved
L100456,4,Graduate,No,1322304,4255089,10,800,9083542,9854349,2016950,6185430,Approved
L100457,1,Graduate,Yes,2183648,1170803,25,881,1040835,7356148,2729201,5110290,Approved
L100458,4,Graduate,No,1793909,955112,15,432,6626532,9095020,1414447,1675203,Rejected
L100459,5,Graduate,No,1629634,3785447,10,613,5386452,2801329,3458332,5880599,Rejected
L100460,0,Graduate,Yes,1064424,3914860,10,520,8531225,6525438,2180122,7572307,Rejected
L100461,3,Graduate,No,1016491,200653,25,737,6952057,14370051,716177,4597158,Approved
L100462,4,Graduate,Yes,1724745,4507910,15,345,9657570,14885447,2636859,6246747,Rejected
L100463,0,Graduate,No,2149117,2538144,30,491,5134629,8680407,3115209,6050485,Rejected
L100464,1,Graduate,No,1069134,3533978,25,819,4926730,8577482,4754169,6960038,Approved
L100465,1,Graduate,No,2005797,3506537,20,678,1030120,14203408,1051497,181136,Approved
L100466,0,Not Graduate,No,1586803,3538882,10,633,1034780,7223153,3019332,5410962,Rejected
L100467,1,Graduate,No,2335211,436213,25,338,7128822,10697044,479177,3399029,Rejected
L100468,5,Graduate,No,592136,2546589,10,592,9852731,6727897,1491476,6833839,Rejected
L100469,5,Graduate,No,1832252,466690,15,461,749045,5433962,521317,5366434,Rejected
L100470,0,Graduate,Yes,2445455,1213951,5,630,872109,14893871,3826562,2491807,Rejected
L100471,4,Not Graduate,No,661162,3046244,25,403,7736085,473818,1508797,3009198,Rejected
L100472,4,Not Graduate,No,1057383,4396421,30,460,387405,13912527,3926888,1807853,Rejected
L100473,0,Graduate,No,1280548,927751,25,353,6805360,12517622,2024676,6770222,Rejected
L100474,4,Not Graduate,Yes,1536205,972426,10,333,4561786,3035865,4267132,922879,Rejected
L100475,4,Not Graduate,No,2429042,728066,15,541,4758669,13867380,647937,5856191,Rejected
L100476,5,Not Graduate,No,1097436,1927779,20,412,3101004,3883424,2152304,5874349,Rejected
L100477,4,Not Graduate,No,1467621,1675199,30,617,5534693,12825630,4552939,6513766,Rejected
L100478,2,Not Graduate,No,2364625,1851951,15,322,2932208,9105775,86569,5001336,Rejected
L100479,3,Graduate,Yes,1590351,102949,25,857,4187442,11033134,984131,6031778,Approved
L100480,1,Graduate,No,1721836,4708234,20,417,3812197,3231365,4875436,3926365,Rejected
L100481,2,Graduate,No,2048917,2242710,15,511,9069984,6766699,4878154,2596496,Rejected
L100482,4,Graduate,Yes,1008823,3604184,5,717,6433564,3828295,4316841,1749033,Rejected
L100483,5,Graduate,No,889574,1059260,30,412,956740,12952390,1221793,2993518,Rejected
L100484,0,Graduate,No,475437,839148,10,343,2210846,1724833,3340488,1626140,Rejected
L100485,4,Graduate,Yes,1966760,1565509,15,427,4428760,8975979,3456453,7783365,Rejected
L100486,5,Not Graduate,No,2241013,1603091,15,457,2309231,11629364,945424,6731643,Rejected
L100487,3,Not Graduate,No,2404029,3871301,5,693,4610764,8193421,4413115,4463376,Approved
L100488,4,Graduate,No,1947001,2219068,25,811,9893427,5864719,1958754,1005520,Approved
L100489,0,Graduate,Yes,1022834,3917239,30,344,4495433,10302122,639068,3987469,Rejected
L100490,5,Not Graduate,No,1999087,1358166,30,407,5215784,9051251,1859024,4400023,Rejected
L100491,5,Graduate,No,593066,2919530,10,518,1967582,3764040,1371242,4890552,Rejected
L100492,5,Not Graduate,No,769696,2145104,15,742,840268,6110793,3663175,5993265,Approved
L100493,3,Graduate,No,1843470,3770922,20,614,6129026,6553855,2020148,4310500,Rejected
L100494,4,Graduate,No,270062,3982623,15,476,5770938,3660880,1160675,1057980,Rejected
L100495,3,Not Graduate,No,1517741,1173270,10,527,6557601,8596235,4036589,1475431,Rejected
L100496,1,Graduate,No,1182499,2561019,15,566,8441243,5782655,4279319,5976358,Rejected
L100497,1,Graduate,No,2014445,1380728,5,678,983638,3646277,2726427,2550966,Approved
L100498,4,Not Graduate,No,2481348,1079242,15,788,6911596,1592210,4772925,2032479,Approved
L100499,3,Graduate,No,357609,2217626,15,589,5596127,2918634,3138832,3783203,Rejected
L100500,0,Graduate,No,2162755,3758201,20,656,2791671,6562344,2050276,896881,Approved
L100501,5,Not Graduate,No,433006,400068,5,503,2061892,7401628,2809858,1600548,Rejected
L100502,5,Graduate,No,2000924,3474638,5,512,3431543,3884485,4844964,1641455,Rejected
L100503,4,Not Graduate,No,1764099,2788384,15,851,6963266,1991226,2016142,7721997,Approved
L100504,1,Graduate,No,1291452,454911,30,622,4078140,9818968,4587826,4927386,Rejected
L100505,1,Graduate,No,1506256,2558164,20,893,8485356,829119,4544943,264826,Approved
L100506,5,Graduate,No,1380796,3369343,15,480,3909308,14857239,2691207,7451218,Rejected
L100507,4,Graduate,No,263936,3693394,15,798,9837206,10286479,3250060,2004126,Rejected
L100508,3,Not Graduate,No,166279,1787075,10,619,9347003,12573619,3971586,2864621,Rejected
L100509,1,Not Graduate,Yes,1269962,1219070,10,382,7466897,10879567,374344,3691848,Rejected
L100510,3,Graduate,Yes,236124,4187075,30,602,7685727,1054853,2851957,7881317,Rejected
L100511,1,Not Graduate,No,1566470,221277,20,561,915767,5042596,1548496,5539664,Rejected
L100512,1,Graduate,No,2062493,4736270,25,499,8689972,6424788,295863,5712978,Rejected
L100513,2,Graduate,Yes,2339063,2443455,10,539,9716486,3386243,3974177,5283371,Rejected
L100514,1,Graduate,No,1143978,1411212,25,594,8214491,8124897,2142856,5305923,Rejected
L100515,0,Graduate,No,597244,1653344,5,811,3369415,10158427,816445,7190063,Approved
L100516,4,Graduate,Yes,1419670,3323751,10,695,3703713,8675493,1389068,5371448,Approved
L100517,4,Not Graduate,No,2207712,2519491,10,437,381856,12964776,226884,5619274,Rejected
L100518,3,Graduate,Yes,387723,2972321,20,428,3765444,3445083,1216424,1645589,Rejected
L100519,1,Graduate,No,1609900,1431710,30,348,9151969,4977037,3417932,2225283,Rejected
L100520,0,Graduate,No,988927,2641822,25,592,4579097,1535410,4506371,1094096,Rejected
L100521,3,Graduate,No,232806,2107797,10,835,7613312,349760,78563,325063,Rejected
L100522,2,Not Graduate,Yes,1428673,851818,10,610,4016899,14613724,1138355,6925613,Rejected
L100523,3,Graduate,No,1124334,2268787,20,836,3955199,14774579,2196856,2685882,Approved
L100524,3,Graduate,No,1142144,2845766,20,533,5242329,7490526,4061317,3931041,Rejected
L100525,1,Graduate,No,2444630,4465239,30,508,3268896,10128157,1372407,5395722,Rejected
L100526,2,Graduate,No,1888460,3249362,25,393,4253459,9625272,2133643,6658846,Rejected
L100527,3,Graduate,No,639709,3151373,5,626,7356943,5827278,2848061,1751434,Rejected
L100528,0,Graduate,No,1887821,2850174,30,524,7136940,12802513,4004275,3517559,Rejected
L100529,0,Not Graduate,No,587585,923420,5,310,2854135,11219042,3001519,4716789,Rejected
L100530,4,Not Graduate,No,967108,542503,15,628,476377,296177,3491650,6939191,Rejected
L100531,2,Graduate,No,1000525,4462903,10,311,398422,6074525,1069024,7925797,Rejected
L100532,2,Graduate,No,1639556,2385071,25,334,121937,3406433,4698697,6815988,Rejected
L100533,4,Graduate,Yes,2429023,2615820,30,746,1133629,11989545,1362270,5144596,Approved
L100534,3,Graduate,No,648512,2550511,10,751,7652126,12938,4533027,5207149,Rejected
L100535,2,Graduate,Yes,917442,4128813,25,519,378355,1179418,901111,1914461,Rejected
L100536,0,Graduate,Yes,625278,3546716,25,740,3993611,994199,2114253,2548105,Rejected
L100537,0,Graduate,Yes,2080440,994461,25,834,9737024,5507298,290160,5420441,Approved
L100538,1,Graduate,No,529593,1517256,10,894,7814889,1919398,4809073,5108698,Approved
L100539,2,Graduate,No,644955,4399025,30,528,7277186,6716487,4404309,5052039,Rejected
L100540,3,Graduate,Yes,1434574,4380972,20,643,1675259,3614962,3826450,3436262,Rejected
L100541,4,Graduate,Yes,1670180,328518,10,379,9428082,13781521,1620706,4728839,Rejected
L100542,4,Graduate,No,2032582,3461647,25,652,8173192,11633708,4240843,7540155,Approved
L100543,3,Graduate,No,1635183,2755421,30,695,6609001,5133783,3069252,1763655,Approved
L100544,5,Not Graduate,No,796045,1414359,15,589,7537330,11811186,770569,1476470,Rejected
L100545,1,Graduate,No,1776528,1212586,5,754,8937999,1185622,2513384,7332129,Approved
L100546,4,Not Graduate,No,2052392,4767776,25,427,8816087,4192907,115042,4675322,Rejected
L100547,2,Graduate,Yes,1495205,456884,15,842,6024945,6630064,2225074,7547390,Approved
L100548,1,Not Graduate,No,1458014,4503325,20,658,1360764,545501,92447,5010319,Approved
L100549,2,Graduate,No,2397680,197032,25,826,3171553,13885531,3491274,516456,Approved
L100550,0,Not Graduate,No,618011,3338157,15,612,2594545,12274709,1078562,7479180,Rejected
L100551,1,Not Graduate,No,896760,4702124,25,374,3182999,12331179,2743122,935510,Rejected
L100552,4,Graduate,Yes,448783,1412516,10,845,9514440,5199039,3734341,5389003,Approved
L100553,1,Graduate,No,1287613,2425100,30,495,7406465,10400844,3655847,6688986,Rejected
L100554,1,Graduate,No,2265226,1768562,15,328,7029446,5567768,3535797,4747262,Rejected
L100555,1,Graduate,No,1490683,2306356,30,315,5790740,6964587,2347628,1542549,Rejected
L100556,5,Graduate,No,1950298,1379785,10,722,8951442,1511602,3727904,3082207,Approved
L100557,1,Graduate,No,2263213,4349376,10,888,8272686,13404397,1583820,6154232,Approved
L100558,2,Graduate,Yes,603222,2811642,30,892,840597,2346118,3232567,3155964,Rejected
L100559,0,Graduate,Yes,2238618,4333664,15,704,850122,4639596,2022307,2132720,Approved
L100560,3,Not Graduate,No,787790,3433737,30,830,2572703,3465495,4361909,4123546,Rejected
L100561,1,Graduate,No,1483520,4951366,30,376,730559,9466898,1012714,3777343,Rejected
L100562,4,Not Graduate,Yes,356548,742353,5,528,8910335,689746,1149707,4450049,Rejected
L100563,1,Graduate,No,1661252,4931539,15,596,6328404,3517155,4730111,2469484,Rejected
L100564,4,Graduate,Yes,600983,2808566,5,809,1862015,12900104,4880779,2582271,Rejected
L100565,2,Graduate,No,2013062,2378033,25,872,9921321,8744047,983770,4472800,Approved
L100566,4,Graduate,Yes,1879004,1205933,30,837,2005464,4206330,2098984,1698585,Approved
L100567,3,Not Graduate,No,2075618,1540309,25,882,9670930,14786211,3783938,4453595,Approved
L100568,0,Graduate,No,1531173,4451744,15,625,4605677,10069671,858267,4633170,Rejected
L100569,4,Not Graduate,Yes,367314,3355107,30,662,4017641,2980858,3743382,4597866,Rejected
L100570,4,Graduate,No,1684090,244152,25,658,9932520,8677596,4172975,2777668,Approved
L100571,0,Graduate,No,2401607,1978356,20,623,1705692,12475287,4231874,2153056,Rejected
L100572,3,Graduate,No,898692,4847927,10,625,8325648,10838319,481193,1980115,Rejected
L100573,1,Graduate,Yes,2226775,862744,30,464,9397115,12637620,2759127,908573,Rejected
L100574,4,Graduate,No,1764694,3169812,10,872,626776,2554293,627475,6569708,Approved
L100575,0,Graduate,Yes,731904,3262713,5,754,1761987,7935145,3955594,522247,Rejected
L100576,2,Graduate,No,421365,3850760,25,452,6523229,10013046,3232607,7080741,Rejected
L100577,0,Graduate,No,866773,1025112,5,426,9370707,5590572,540027,346300,Rejected
L100578,2,Graduate,No,2095537,4727482,30,492,3486082,10897788,2195732,4460624,Rejected
L100579,3,Graduate,Yes,2191381,4083123,10,829,1550642,13863897,1797355,624747,Approved
L100580,1,Graduate,Yes,228116,605839,10,309,2494903,3856397,3225327,7759168,Rejected
L100581,0,Graduate,Yes,534370,664101,25,391,7789283,5831398,4883313,1234498,Rejected
L100582,5,Graduate,No,2172643,499813,30,438,516031,2007708,755724,3283629,Rejected
L100583,4,Graduate,No,669385,3896300,20,780,47367,9691635,3482837,6414681,Rejected
L100584,3,Graduate,Yes,1722138,1928266,20,748,7226078,13409925,2096539,493406,Approved
L100585,0,Graduate,No,2167337,601238,25,632,5695908,8828452,1436052,1808711,Rejected
L100586,4,Graduate,No,2473724,4661008,30,639,1632748,13851188,2801133,2318890,Rejected
L100587,0,Not Graduate,No,2378531,3693488,25,351,4862944,287249,3537553,904890,Rejected
L100588,2,Graduate,No,1779753,2131280,30,765,364716,8206294,3047582,5878061,Approved
L100589,0,Graduate,No,1136399,50215,5,774,5327701,6805995,3931067,7151815,Approved
L100590,5,Graduate,No,376256,4612051,25,700,8633305,4525605,4494445,2575228,Rejected
L100591,0,Graduate,No,972376,2945107,30,738,5253087,13626752,4385316,4050338,Approved
L100592,0,Graduate,No,1035987,3219562,20,897,4920791,1397955,696084,242726,Approved
L100593,5,Graduate,Yes,570539,1067375,30,808,5270637,770802,4357080,5545691,Approved
L100594,3,Not Graduate,No,2449986,322544,30,452,8352804,4458795,2481498,721202,Rejected
L100595,0,Graduate,No,1679017,584633,25,813,454623,11236142,3104379,3574787,Approved
L100596,5,Graduate,No,700242,1913907,5,802,8284742,12368418,766230,706168,Approved
L100597,4,Graduate,Yes,1933802,864661,5,305,8015648,12731094,2099678,5666639,Rejected
L100598,2,Graduate,No,1465712,2657421,5,799,1310646,14873306,2368029,465996,Approved
L100599,2,Graduate,No,676249,1366303,5,417,8429948,3019579,4506738,5249491,Rejected
L100600,0,Graduate,No,2233631,972401,15,784,9358346,9095769,36051,1398962,Approved
L100601,3,Graduate,Yes,2171835,4757926,25,767,8169815,4650291,4677202,6113924,Approved
L100602,3,Not Graduate,No,949687,1170113,10,460,892743,4319230,3666279,3979062,Rejected
L100603,4,Graduate,No,2382791,1863353,25,569,2014751,8469755,3436005,7063268,Rejected
